rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
11,r009-0033-558bb4d9,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.245499,""relativeReattackMinDelta"":0.017104,""relativeFluxFactor"":1.41693,""spectralNoveltyRatio"":2.642108,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.242196,""confirmedRmsMinDelta"":0.003034,""confirmedFluxFactor"":1.57496,""confirmedMinFlux"":0.012469,""confirmedMinBandRatio"":0.034909,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.010049,""cooldownOverrideMinBandRatio"":0.087895,""analyzeIntervalMs"":41}"
12,r009-0043-5169c3e3,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.157407,""relativeReattackMinDelta"":0.016494,""relativeFluxFactor"":1.409279,""spectralNoveltyRatio"":2.608127,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.202325,""confirmedRmsMinDelta"":0.00343,""confirmedFluxFactor"":1.577455,""confirmedMinFlux"":0.01238,""confirmedMinBandRatio"":0.032891,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.008152,""cooldownOverrideMinBandRatio"":0.086674,""analyzeIntervalMs"":41}"
13,r009-0048-6a4cc733,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.205486,""relativeReattackMinDelta"":0.016814,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.724367,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.194161,""confirmedRmsMinDelta"":0.003308,""confirmedFluxFactor"":1.626439,""confirmedMinFlux"":0.012292,""confirmedMinBandRatio"":0.033454,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.008366,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
14,r009-0070-c37f9718,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.143972,""relativeReattackMinDelta"":0.016579,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.05557,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.19568,""confirmedRmsMinDelta"":0.003387,""confirmedFluxFactor"":1.539651,""confirmedMinFlux"":0.011618,""confirmedMinBandRatio"":0.03235,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.754132,""cooldownOverrideMinFlux"":0.008115,""cooldownOverrideMinBandRatio"":0.087703,""analyzeIntervalMs"":41}"
15,r009-0072-241d24f2,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.26589,""relativeReattackMinDelta"":0.018393,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.788545,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.337488,""confirmedRmsMinDelta"":0.003445,""confirmedFluxFactor"":1.695044,""confirmedMinFlux"":0.01606,""confirmedMinBandRatio"":0.037948,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.894486,""cooldownOverrideMinFlux"":0.008866,""cooldownOverrideMinBandRatio"":0.086976,""analyzeIntervalMs"":41}"
16,r009-0073-744c471f,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.303101,""relativeReattackMinDelta"":0.017903,""relativeFluxFactor"":1.419536,""spectralNoveltyRatio"":2.919974,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.260192,""confirmedRmsMinDelta"":0.003533,""confirmedFluxFactor"":1.55618,""confirmedMinFlux"":0.012485,""confirmedMinBandRatio"":0.034315,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":4.900245,""cooldownOverrideMinFlux"":0.008933,""cooldownOverrideMinBandRatio"":0.086202,""analyzeIntervalMs"":41}"
17,r009-0080-2385fd0f,9,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.177328,""relativeReattackMinDelta"":0.015997,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.071306,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.178331,""confirmedRmsMinDelta"":0.003475,""confirmedFluxFactor"":1.505681,""confirmedMinFlux"":0.012221,""confirmedMinBandRatio"":0.033721,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":4.850365,""cooldownOverrideMinFlux"":0.007632,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
18,r010-0009-d2d8dbb0,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.200102,""relativeReattackMinDelta"":0.019641,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.229466,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.211508,""confirmedRmsMinDelta"":0.003683,""confirmedFluxFactor"":1.652921,""confirmedMinFlux"":0.015098,""confirmedMinBandRatio"":0.038377,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.007637,""cooldownOverrideMinBandRatio"":0.080908,""analyzeIntervalMs"":41}"
19,r010-0010-578fa7c7,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.235303,""relativeReattackMinDelta"":0.015892,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.073243,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.227756,""confirmedRmsMinDelta"":0.003384,""confirmedFluxFactor"":1.537946,""confirmedMinFlux"":0.011928,""confirmedMinBandRatio"":0.032353,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.812703,""cooldownOverrideMinFlux"":0.008422,""cooldownOverrideMinBandRatio"":0.089746,""analyzeIntervalMs"":41}"
20,r010-0014-f389906d,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.181363,""relativeReattackMinDelta"":0.019264,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.025918,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.195251,""confirmedRmsMinDelta"":0.00387,""confirmedFluxFactor"":1.692104,""confirmedMinFlux"":0.015906,""confirmedMinBandRatio"":0.037467,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":4.965285,""cooldownOverrideMinFlux"":0.009051,""cooldownOverrideMinBandRatio"":0.080036,""analyzeIntervalMs"":41}"
21,r010-0018-42e96282,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.244764,""relativeReattackMinDelta"":0.017088,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.84946,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.224116,""confirmedRmsMinDelta"":0.00349,""confirmedFluxFactor"":1.610242,""confirmedMinFlux"":0.012087,""confirmedMinBandRatio"":0.03574,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":4.873957,""cooldownOverrideMinFlux"":0.008735,""cooldownOverrideMinBandRatio"":0.08546,""analyzeIntervalMs"":41}"
22,r010-0022-a0b42315,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.151752,""relativeReattackMinDelta"":0.019741,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.697941,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.355109,""confirmedRmsMinDelta"":0.003909,""confirmedFluxFactor"":1.721986,""confirmedMinFlux"":0.014971,""confirmedMinBandRatio"":0.036337,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.907925,""cooldownOverrideMinFlux"":0.008775,""cooldownOverrideMinBandRatio"":0.086456,""analyzeIntervalMs"":41}"
23,r010-0024-01ca43d2,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.204599,""relativeReattackMinDelta"":0.018181,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.985256,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.227585,""confirmedRmsMinDelta"":0.003956,""confirmedFluxFactor"":1.686115,""confirmedMinFlux"":0.015627,""confirmedMinBandRatio"":0.036113,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.905832,""cooldownOverrideMinFlux"":0.007501,""cooldownOverrideMinBandRatio"":0.07935,""analyzeIntervalMs"":41}"
24,r010-0029-b6cf3a87,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.308125,""relativeReattackMinDelta"":0.018775,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.033423,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.220265,""confirmedRmsMinDelta"":0.003371,""confirmedFluxFactor"":1.750575,""confirmedMinFlux"":0.016164,""confirmedMinBandRatio"":0.038493,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":4.97951,""cooldownOverrideMinFlux"":0.007914,""cooldownOverrideMinBandRatio"":0.07945,""analyzeIntervalMs"":41}"
25,r010-0033-02be0f5b,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.288285,""relativeReattackMinDelta"":0.016688,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.811592,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.235681,""confirmedRmsMinDelta"":0.003626,""confirmedFluxFactor"":1.550639,""confirmedMinFlux"":0.012279,""confirmedMinBandRatio"":0.0329,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.009828,""cooldownOverrideMinBandRatio"":0.088928,""analyzeIntervalMs"":41}"
26,r010-0036-055974c0,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.174753,""relativeReattackMinDelta"":0.019039,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.135225,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.247626,""confirmedRmsMinDelta"":0.003449,""confirmedFluxFactor"":1.758868,""confirmedMinFlux"":0.015076,""confirmedMinBandRatio"":0.036116,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.928456,""cooldownOverrideMinFlux"":0.008729,""cooldownOverrideMinBandRatio"":0.078293,""analyzeIntervalMs"":41}"
27,r010-0038-078581c4,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.296029,""relativeReattackMinDelta"":0.01634,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.889944,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.194207,""confirmedRmsMinDelta"":0.002984,""confirmedFluxFactor"":1.60228,""confirmedMinFlux"":0.013148,""confirmedMinBandRatio"":0.03562,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.973966,""cooldownOverrideMinFlux"":0.008905,""cooldownOverrideMinBandRatio"":0.085825,""analyzeIntervalMs"":41}"
28,r010-0042-dcad6784,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.19372,""relativeReattackMinDelta"":0.019491,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.714336,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.323937,""confirmedRmsMinDelta"":0.003446,""confirmedFluxFactor"":1.646452,""confirmedMinFlux"":0.015121,""confirmedMinBandRatio"":0.038279,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.008648,""cooldownOverrideMinBandRatio"":0.083929,""analyzeIntervalMs"":41}"
29,r010-0045-6993af90,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.177398,""relativeReattackMinDelta"":0.016178,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.999212,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.189747,""confirmedRmsMinDelta"":0.002936,""confirmedFluxFactor"":1.565662,""confirmedMinFlux"":0.011666,""confirmedMinBandRatio"":0.035078,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":4.839272,""cooldownOverrideMinFlux"":0.007789,""cooldownOverrideMinBandRatio"":0.088845,""analyzeIntervalMs"":41}"
30,r010-0051-114f8684,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.159946,""relativeReattackMinDelta"":0.02033,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.035255,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.222987,""confirmedRmsMinDelta"":0.00358,""confirmedFluxFactor"":1.666351,""confirmedMinFlux"":0.015015,""confirmedMinBandRatio"":0.035655,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":4.840016,""cooldownOverrideMinFlux"":0.008235,""cooldownOverrideMinBandRatio"":0.080993,""analyzeIntervalMs"":41}"
31,r010-0056-959c31e9,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.274739,""relativeReattackMinDelta"":0.019743,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.869022,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.237727,""confirmedRmsMinDelta"":0.004089,""confirmedFluxFactor"":1.745815,""confirmedMinFlux"":0.014655,""confirmedMinBandRatio"":0.037432,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.975176,""cooldownOverrideMinFlux"":0.008015,""cooldownOverrideMinBandRatio"":0.081317,""analyzeIntervalMs"":41}"
32,r010-0061-345fb2dd,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.135883,""relativeReattackMinDelta"":0.02038,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.922229,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.240351,""confirmedRmsMinDelta"":0.004004,""confirmedFluxFactor"":1.7148,""confirmedMinFlux"":0.015446,""confirmedMinBandRatio"":0.035566,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":4.747962,""cooldownOverrideMinFlux"":0.00797,""cooldownOverrideMinBandRatio"":0.082679,""analyzeIntervalMs"":41}"
33,r010-0066-40e53363,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.237132,""relativeReattackMinDelta"":0.019125,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.94094,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.266679,""confirmedRmsMinDelta"":0.003782,""confirmedFluxFactor"":1.687293,""confirmedMinFlux"":0.014624,""confirmedMinBandRatio"":0.035629,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":4.780746,""cooldownOverrideMinFlux"":0.008936,""cooldownOverrideMinBandRatio"":0.079372,""analyzeIntervalMs"":41}"
34,r010-0067-be78d658,10,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.21558,""relativeReattackMinDelta"":0.018533,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.841106,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.335907,""confirmedRmsMinDelta"":0.003483,""confirmedFluxFactor"":1.678105,""confirmedMinFlux"":0.015663,""confirmedMinBandRatio"":0.038205,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.009423,""cooldownOverrideMinBandRatio"":0.085293,""analyzeIntervalMs"":41}"
35,r011-0003-fdada080,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.190894,""relativeReattackMinDelta"":0.016475,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.894492,""spectralNoveltyMinBins"":32,""cooldownFrames"":4,""confirmedRmsFactor"":1.247116,""confirmedRmsMinDelta"":0.003042,""confirmedFluxFactor"":1.537794,""confirmedMinFlux"":0.012805,""confirmedMinBandRatio"":0.034728,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.881362,""cooldownOverrideMinFlux"":0.008575,""cooldownOverrideMinBandRatio"":0.08621,""analyzeIntervalMs"":41}"
36,r011-0009-217b5b03,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.237437,""relativeReattackMinDelta"":0.018297,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.03264,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.155566,""confirmedRmsMinDelta"":0.00349,""confirmedFluxFactor"":1.72919,""confirmedMinFlux"":0.015883,""confirmedMinBandRatio"":0.035625,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.008065,""cooldownOverrideMinBandRatio"":0.083659,""analyzeIntervalMs"":41}"
37,r011-0010-6da08cac,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.146598,""relativeReattackMinDelta"":0.016735,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.158688,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.181362,""confirmedRmsMinDelta"":0.003261,""confirmedFluxFactor"":1.569046,""confirmedMinFlux"":0.012345,""confirmedMinBandRatio"":0.03263,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.686241,""cooldownOverrideMinFlux"":0.006876,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
38,r011-0013-abba53c3,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.210847,""relativeReattackMinDelta"":0.017577,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.911802,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.238844,""confirmedRmsMinDelta"":0.002961,""confirmedFluxFactor"":1.612047,""confirmedMinFlux"":0.013084,""confirmedMinBandRatio"":0.032928,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":5,""cooldownOverrideMinFlux"":0.008519,""cooldownOverrideMinBandRatio"":0.085216,""analyzeIntervalMs"":41}"
39,r011-0014-eb216a1b,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.167025,""relativeReattackMinDelta"":0.01818,""relativeFluxFactor"":1.416173,""spectralNoveltyRatio"":3.229441,""spectralNoveltyMinBins"":30,""cooldownFrames"":4,""confirmedRmsFactor"":1.217585,""confirmedRmsMinDelta"":0.003628,""confirmedFluxFactor"":1.746421,""confirmedMinFlux"":0.016175,""confirmedMinBandRatio"":0.035717,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.918225,""cooldownOverrideMinFlux"":0.007764,""cooldownOverrideMinBandRatio"":0.083178,""analyzeIntervalMs"":41}"
40,r011-0016-553af69f,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.178928,""relativeReattackMinDelta"":0.01941,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.118074,""spectralNoveltyMinBins"":28,""cooldownFrames"":4,""confirmedRmsFactor"":1.223963,""confirmedRmsMinDelta"":0.003896,""confirmedFluxFactor"":1.747668,""confirmedMinFlux"":0.014885,""confirmedMinBandRatio"":0.037304,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.865865,""cooldownOverrideMinFlux"":0.007739,""cooldownOverrideMinBandRatio"":0.083109,""analyzeIntervalMs"":41}"
41,r011-0020-72aad465,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.228212,""relativeReattackMinDelta"":0.016188,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.954868,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.195521,""confirmedRmsMinDelta"":0.003106,""confirmedFluxFactor"":1.507542,""confirmedMinFlux"":0.011789,""confirmedMinBandRatio"":0.033465,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":4.874551,""cooldownOverrideMinFlux"":0.007216,""cooldownOverrideMinBandRatio"":0.089242,""analyzeIntervalMs"":41}"
42,r011-0021-8538c3c6,11,76,3,1,7,0,0,139,"{""relativeReattackFactor"":3.217571,""relativeReattackMinDelta"":0.02046,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.097052,""spectralNoveltyMinBins"":29,""cooldownFrames"":4,""confirmedRmsFactor"":1.247666,""confirmedRmsMinDelta"":0.003767,""confirmedFluxFactor"":1.768202,""confirmedMinFlux"":0.01472,""confirmedMinBandRatio"":0.035912,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":4.95519,""cooldownOverrideMinFlux"":0.007753,""cooldownOverrideMinBandRatio"":0.080936,""analyzeIntervalMs"":41}"
