rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
11,r074-0016-d7675cba,74,197,5,1,3,0,0,134,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009954,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.793434,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":2.050476,""confirmedRmsMinDelta"":0.010386,""confirmedFluxFactor"":1.621895,""confirmedMinFlux"":0.005283,""confirmedMinBandRatio"":0.007868,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":2.031098,""cooldownOverrideMinFlux"":0.024088,""cooldownOverrideMinBandRatio"":0.081686,""analyzeIntervalMs"":41}"
12,r074-0030-c3e08221,74,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.998538,""relativeReattackMinDelta"":0.014702,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.559632,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.086951,""confirmedRmsMinDelta"":0.010259,""confirmedFluxFactor"":1.802223,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.016795,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":1.915283,""cooldownOverrideMinFlux"":0.021821,""cooldownOverrideMinBandRatio"":0.078998,""analyzeIntervalMs"":41}"
13,r078-0050-c68c590a,78,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.967008,""relativeReattackMinDelta"":0.012907,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.089054,""confirmedRmsMinDelta"":0.009044,""confirmedFluxFactor"":1.797816,""confirmedMinFlux"":0.004045,""confirmedMinBandRatio"":0.009394,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":2.41703,""cooldownOverrideMinFlux"":0.021068,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
14,r079-0077-99f204e2,79,197,5,1,3,0,0,134,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012376,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.823468,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":2.146514,""confirmedRmsMinDelta"":0.008656,""confirmedFluxFactor"":1.777839,""confirmedMinFlux"":0.005002,""confirmedMinBandRatio"":0.010453,""confirmedSpectralNoveltyMinBins"":29,""cooldownOverrideFactor"":2.905813,""cooldownOverrideMinFlux"":0.021137,""cooldownOverrideMinBandRatio"":0.081461,""analyzeIntervalMs"":41}"
15,r080-0018-a2babca4,80,197,5,1,3,0,0,133,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.010409,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.886337,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":2.144769,""confirmedRmsMinDelta"":0.009959,""confirmedFluxFactor"":1.804649,""confirmedMinFlux"":0.00525,""confirmedMinBandRatio"":0.012778,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":2.335121,""cooldownOverrideMinFlux"":0.022339,""cooldownOverrideMinBandRatio"":0.08819,""analyzeIntervalMs"":41}"
16,r080-0024-22d12343,80,197,5,1,3,0,0,134,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011418,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.763732,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":2.095856,""confirmedRmsMinDelta"":0.008744,""confirmedFluxFactor"":1.709128,""confirmedMinFlux"":0.00417,""confirmedMinBandRatio"":0.010219,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":2.549857,""cooldownOverrideMinFlux"":0.022176,""cooldownOverrideMinBandRatio"":0.082179,""analyzeIntervalMs"":41}"
17,r080-0033-b40fd665,80,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009946,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.742951,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.2,""confirmedRmsMinDelta"":0.010072,""confirmedFluxFactor"":1.755853,""confirmedMinFlux"":0.00549,""confirmedMinBandRatio"":0.014882,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":2.255615,""cooldownOverrideMinFlux"":0.022522,""cooldownOverrideMinBandRatio"":0.088677,""analyzeIntervalMs"":41}"
18,r080-0042-42f1e9c6,80,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012045,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.602615,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.148708,""confirmedRmsMinDelta"":0.009109,""confirmedFluxFactor"":1.815803,""confirmedMinFlux"":0.005669,""confirmedMinBandRatio"":0.01058,""confirmedSpectralNoveltyMinBins"":29,""cooldownOverrideFactor"":2.782964,""cooldownOverrideMinFlux"":0.022292,""cooldownOverrideMinBandRatio"":0.088063,""analyzeIntervalMs"":41}"
19,r080-0073-48520fff,80,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012444,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.508039,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.14557,""confirmedRmsMinDelta"":0.009172,""confirmedFluxFactor"":1.799665,""confirmedMinFlux"":0.005792,""confirmedMinBandRatio"":0.011106,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":2.036179,""cooldownOverrideMinFlux"":0.022661,""cooldownOverrideMinBandRatio"":0.087113,""analyzeIntervalMs"":41}"
20,r081-0018-991fc6b7,81,197,5,1,3,0,0,134,"{""relativeReattackFactor"":3.944303,""relativeReattackMinDelta"":0.009951,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.809278,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":2.116579,""confirmedRmsMinDelta"":0.010206,""confirmedFluxFactor"":1.757422,""confirmedMinFlux"":0.004703,""confirmedMinBandRatio"":0.011124,""confirmedSpectralNoveltyMinBins"":31,""cooldownOverrideFactor"":2.246042,""cooldownOverrideMinFlux"":0.021564,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
21,r081-0019-5f25b10a,81,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.907171,""relativeReattackMinDelta"":0.011808,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.1232,""confirmedRmsMinDelta"":0.008207,""confirmedFluxFactor"":1.769352,""confirmedMinFlux"":0.00415,""confirmedMinBandRatio"":0.009569,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":2.613626,""cooldownOverrideMinFlux"":0.022429,""cooldownOverrideMinBandRatio"":0.080518,""analyzeIntervalMs"":41}"
22,r081-0023-0a1eda78,81,197,5,1,3,0,0,134,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012349,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.964556,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":2.194227,""confirmedRmsMinDelta"":0.009773,""confirmedFluxFactor"":1.724605,""confirmedMinFlux"":0.004394,""confirmedMinBandRatio"":0.011564,""confirmedSpectralNoveltyMinBins"":31,""cooldownOverrideFactor"":2.00875,""cooldownOverrideMinFlux"":0.02049,""cooldownOverrideMinBandRatio"":0.086793,""analyzeIntervalMs"":41}"
23,r081-0041-3bf4e8e6,81,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011336,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.103151,""confirmedRmsMinDelta"":0.010594,""confirmedFluxFactor"":1.516933,""confirmedMinFlux"":0.005864,""confirmedMinBandRatio"":0.014251,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":2.059031,""cooldownOverrideMinFlux"":0.02633,""cooldownOverrideMinBandRatio"":0.081034,""analyzeIntervalMs"":41}"
24,r081-0044-9f237a3d,81,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012588,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.574534,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.084866,""confirmedRmsMinDelta"":0.009018,""confirmedFluxFactor"":1.736795,""confirmedMinFlux"":0.004715,""confirmedMinBandRatio"":0.009907,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":2.636675,""cooldownOverrideMinFlux"":0.021638,""cooldownOverrideMinBandRatio"":0.082508,""analyzeIntervalMs"":41}"
25,r081-0057-1ba699c8,81,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.998737,""relativeReattackMinDelta"":0.012104,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.718214,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.151343,""confirmedRmsMinDelta"":0.009201,""confirmedFluxFactor"":1.810217,""confirmedMinFlux"":0.005858,""confirmedMinBandRatio"":0.008231,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":2.619483,""cooldownOverrideMinFlux"":0.023122,""cooldownOverrideMinBandRatio"":0.0878,""analyzeIntervalMs"":41}"
26,r081-0058-2def75d1,81,197,5,1,3,0,0,133,"{""relativeReattackFactor"":3.990644,""relativeReattackMinDelta"":0.011613,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.605983,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":2.2,""confirmedRmsMinDelta"":0.009228,""confirmedFluxFactor"":1.841997,""confirmedMinFlux"":0.004453,""confirmedMinBandRatio"":0.009254,""confirmedSpectralNoveltyMinBins"":29,""cooldownOverrideFactor"":2.299129,""cooldownOverrideMinFlux"":0.021365,""cooldownOverrideMinBandRatio"":0.087043,""analyzeIntervalMs"":41}"
27,r086-0050-1f759e81,86,197,5,1,3,0,0,133,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.014808,""relativeFluxFactor"":1.404816,""spectralNoveltyRatio"":1.741117,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":2.129297,""confirmedRmsMinDelta"":0.009821,""confirmedFluxFactor"":1.823635,""confirmedMinFlux"":0.00442,""confirmedMinBandRatio"":0.01507,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":2.237395,""cooldownOverrideMinFlux"":0.024255,""cooldownOverrideMinBandRatio"":0.079154,""analyzeIntervalMs"":41}"
28,r094-0026-7aa0e15d,94,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011799,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.016301,""confirmedRmsMinDelta"":0.011201,""confirmedFluxFactor"":1.425886,""confirmedMinFlux"":0.007342,""confirmedMinBandRatio"":0.012592,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":2.226706,""cooldownOverrideMinFlux"":0.025288,""cooldownOverrideMinBandRatio"":0.089732,""analyzeIntervalMs"":41}"
29,r095-0070-0ecb92ab,95,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.965443,""relativeReattackMinDelta"":0.012624,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.161693,""confirmedRmsMinDelta"":0.009478,""confirmedFluxFactor"":1.858177,""confirmedMinFlux"":0.004415,""confirmedMinBandRatio"":0.013663,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":2.061053,""cooldownOverrideMinFlux"":0.024471,""cooldownOverrideMinBandRatio"":0.082584,""analyzeIntervalMs"":41}"
30,r095-0079-dc5ec21c,95,197,5,1,3,0,0,133,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.012966,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.743826,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":2.058436,""confirmedRmsMinDelta"":0.008452,""confirmedFluxFactor"":1.836855,""confirmedMinFlux"":0.004978,""confirmedMinBandRatio"":0.008679,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":2.932189,""cooldownOverrideMinFlux"":0.020158,""cooldownOverrideMinBandRatio"":0.084676,""analyzeIntervalMs"":41}"
31,r100-0012-ce03678a,100,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.013094,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.079407,""confirmedRmsMinDelta"":0.009882,""confirmedFluxFactor"":1.770748,""confirmedMinFlux"":0.004345,""confirmedMinBandRatio"":0.006979,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":2.781837,""cooldownOverrideMinFlux"":0.023848,""cooldownOverrideMinBandRatio"":0.085931,""analyzeIntervalMs"":41}"
32,r100-0044-991a2153,100,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011855,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.869792,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":2.172583,""confirmedRmsMinDelta"":0.008452,""confirmedFluxFactor"":1.869749,""confirmedMinFlux"":0.00397,""confirmedMinBandRatio"":0.009522,""confirmedSpectralNoveltyMinBins"":30,""cooldownOverrideFactor"":2.605876,""cooldownOverrideMinFlux"":0.020342,""cooldownOverrideMinBandRatio"":0.084566,""analyzeIntervalMs"":41}"
33,r100-0048-f3da3966,100,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.009636,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.718562,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.184388,""confirmedRmsMinDelta"":0.009761,""confirmedFluxFactor"":1.732914,""confirmedMinFlux"":0.003844,""confirmedMinBandRatio"":0.010418,""confirmedSpectralNoveltyMinBins"":29,""cooldownOverrideFactor"":1.974176,""cooldownOverrideMinFlux"":0.02146,""cooldownOverrideMinBandRatio"":0.088856,""analyzeIntervalMs"":41}"
34,r100-0075-8f6379b9,100,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.015223,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.114472,""confirmedRmsMinDelta"":0.010187,""confirmedFluxFactor"":1.697959,""confirmedMinFlux"":0.003598,""confirmedMinBandRatio"":0.012173,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":1.938776,""cooldownOverrideMinFlux"":0.021435,""cooldownOverrideMinBandRatio"":0.08524,""analyzeIntervalMs"":41}"
35,r101-0002-67643ec5,101,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.931789,""relativeReattackMinDelta"":0.01248,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.160123,""confirmedRmsMinDelta"":0.009685,""confirmedFluxFactor"":1.790337,""confirmedMinFlux"":0.005827,""confirmedMinBandRatio"":0.008829,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":2.767269,""cooldownOverrideMinFlux"":0.022431,""cooldownOverrideMinBandRatio"":0.081487,""analyzeIntervalMs"":41}"
36,r101-0017-c02b5fe8,101,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.013946,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.036883,""confirmedRmsMinDelta"":0.009107,""confirmedFluxFactor"":1.804565,""confirmedMinFlux"":0.005725,""confirmedMinBandRatio"":0.010239,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":2.804538,""cooldownOverrideMinFlux"":0.022531,""cooldownOverrideMinBandRatio"":0.086939,""analyzeIntervalMs"":41}"
37,r101-0060-7329c0d3,101,197,5,1,3,0,0,133,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.014234,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.726277,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":2.079294,""confirmedRmsMinDelta"":0.009877,""confirmedFluxFactor"":1.688811,""confirmedMinFlux"":0.004816,""confirmedMinBandRatio"":0.013169,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":2.078334,""cooldownOverrideMinFlux"":0.023327,""cooldownOverrideMinBandRatio"":0.086692,""analyzeIntervalMs"":41}"
38,r101-0065-d53557d7,101,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.991814,""relativeReattackMinDelta"":0.013169,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.756665,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":2.145972,""confirmedRmsMinDelta"":0.009961,""confirmedFluxFactor"":1.712879,""confirmedMinFlux"":0.003673,""confirmedMinBandRatio"":0.010893,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":2.3021,""cooldownOverrideMinFlux"":0.022113,""cooldownOverrideMinBandRatio"":0.089698,""analyzeIntervalMs"":41}"
39,r101-0066-67984e6f,101,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.011424,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.167154,""confirmedRmsMinDelta"":0.011077,""confirmedFluxFactor"":1.483731,""confirmedMinFlux"":0.005208,""confirmedMinBandRatio"":0.01253,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":1.903265,""cooldownOverrideMinFlux"":0.024455,""cooldownOverrideMinBandRatio"":0.083414,""analyzeIntervalMs"":41}"
40,r102-0023-92cabab2,102,197,5,1,3,0,0,133,"{""relativeReattackFactor"":3.903175,""relativeReattackMinDelta"":0.010411,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.678865,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":2.119927,""confirmedRmsMinDelta"":0.009799,""confirmedFluxFactor"":1.739452,""confirmedMinFlux"":0.005635,""confirmedMinBandRatio"":0.013404,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":2.263095,""cooldownOverrideMinFlux"":0.022452,""cooldownOverrideMinBandRatio"":0.088243,""analyzeIntervalMs"":41}"
41,r102-0026-dab3e120,102,197,5,1,3,0,0,132,"{""relativeReattackFactor"":3.930811,""relativeReattackMinDelta"":0.013152,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.096224,""confirmedRmsMinDelta"":0.010332,""confirmedFluxFactor"":1.511792,""confirmedMinFlux"":0.006066,""confirmedMinBandRatio"":0.014541,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":2.093269,""cooldownOverrideMinFlux"":0.024316,""cooldownOverrideMinBandRatio"":0.080586,""analyzeIntervalMs"":41}"
42,r102-0035-de98aa85,102,197,5,1,3,0,0,132,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.013287,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":36,""cooldownFrames"":4,""confirmedRmsFactor"":2.048985,""confirmedRmsMinDelta"":0.010262,""confirmedFluxFactor"":1.703411,""confirmedMinFlux"":0.004135,""confirmedMinBandRatio"":0.013679,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":2.260273,""cooldownOverrideMinFlux"":0.023991,""cooldownOverrideMinBandRatio"":0.081971,""analyzeIntervalMs"":41}"
