rank,id,round,score,exact,under,over,extremeUnder,extremeOver,totalOnsets,parameters
11,r034-0055-4a930f43,34,145,4,1,5,0,0,135,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.011691,""confirmedFluxFactor"":2.174083,""confirmedMinFlux"":0.006697,""confirmedMinBandRatio"":0.01196,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":1.908976,""cooldownOverrideMinFlux"":0.026661,""cooldownOverrideMinBandRatio"":0.084533,""analyzeIntervalMs"":41}"
12,r027-0012-d5d1339e,27,144,4,0,12,0,0,144,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.973227,""spectralNoveltyMinBins"":24,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.010892,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.01804,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":2.182288,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.085,""analyzeIntervalMs"":40}"
13,r029-0044-35189360,29,140,4,1,7,0,0,138,"{""relativeReattackFactor"":3.977488,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.840812,""spectralNoveltyMinBins"":25,""cooldownFrames"":4,""confirmedRmsFactor"":1.252768,""confirmedRmsMinDelta"":0.010605,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.005455,""confirmedMinBandRatio"":0.020207,""confirmedSpectralNoveltyMinBins"":18,""cooldownOverrideFactor"":2.004968,""cooldownOverrideMinFlux"":0.024822,""cooldownOverrideMinBandRatio"":0.089923,""analyzeIntervalMs"":41}"
14,r033-0039-5aba1271,33,140,4,1,7,0,0,138,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.193585,""confirmedRmsMinDelta"":0.011908,""confirmedFluxFactor"":2.250519,""confirmedMinFlux"":0.006902,""confirmedMinBandRatio"":0.012997,""confirmedSpectralNoveltyMinBins"":31,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.025112,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
15,r029-0079-96e8dce9,29,136,4,1,8,0,0,141,"{""relativeReattackFactor"":3.967296,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.814901,""spectralNoveltyMinBins"":22,""cooldownFrames"":4,""confirmedRmsFactor"":1.282104,""confirmedRmsMinDelta"":0.009971,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.004767,""confirmedMinBandRatio"":0.020353,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.02827,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
16,r029-0053-a69005e0,29,132,4,1,9,0,0,141,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004561,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.920773,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.167222,""confirmedRmsMinDelta"":0.010227,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.015617,""confirmedSpectralNoveltyMinBins"":25,""cooldownOverrideFactor"":1.898242,""cooldownOverrideMinFlux"":0.027336,""cooldownOverrideMinBandRatio"":0.079415,""analyzeIntervalMs"":41}"
17,r032-0075-7293dc95,32,132,4,1,9,0,0,141,"{""relativeReattackFactor"":3.880294,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.674453,""spectralNoveltyMinBins"":25,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.011957,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.003532,""confirmedMinBandRatio"":0.025113,""confirmedSpectralNoveltyMinBins"":27,""cooldownOverrideFactor"":2.299917,""cooldownOverrideMinFlux"":0.02753,""cooldownOverrideMinBandRatio"":0.085869,""analyzeIntervalMs"":41}"
18,r034-0049-65f8da89,34,112,5,3,1,1,0,127,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.005478,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.594085,""spectralNoveltyMinBins"":41,""cooldownFrames"":4,""confirmedRmsFactor"":1.214803,""confirmedRmsMinDelta"":0.006288,""confirmedFluxFactor"":2.235399,""confirmedMinFlux"":0.005183,""confirmedMinBandRatio"":0.0188,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":3.466689,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.059764,""analyzeIntervalMs"":41}"
19,r033-0019-676d8ddb,33,102,3,2,4,0,0,131,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.005705,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.771124,""spectralNoveltyMinBins"":38,""cooldownFrames"":4,""confirmedRmsFactor"":1.216356,""confirmedRmsMinDelta"":0.010782,""confirmedFluxFactor"":2.276567,""confirmedMinFlux"":0.00586,""confirmedMinBandRatio"":0.011719,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029107,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
20,r033-0024-79782987,33,102,3,2,4,0,0,131,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.005729,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.96313,""spectralNoveltyMinBins"":37,""cooldownFrames"":4,""confirmedRmsFactor"":1.1982,""confirmedRmsMinDelta"":0.012,""confirmedFluxFactor"":2.18532,""confirmedMinFlux"":0.003523,""confirmedMinBandRatio"":0.015702,""confirmedSpectralNoveltyMinBins"":32,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.029918,""cooldownOverrideMinBandRatio"":0.086773,""analyzeIntervalMs"":41}"
21,r034-0025-ed365b16,34,102,3,2,4,0,0,132,"{""relativeReattackFactor"":3.917933,""relativeReattackMinDelta"":0.006754,""relativeFluxFactor"":1.404367,""spectralNoveltyRatio"":1.597146,""spectralNoveltyMinBins"":38,""cooldownFrames"":4,""confirmedRmsFactor"":1.239585,""confirmedRmsMinDelta"":0.012,""confirmedFluxFactor"":2.237437,""confirmedMinFlux"":0.005694,""confirmedMinBandRatio"":0.011669,""confirmedSpectralNoveltyMinBins"":28,""cooldownOverrideFactor"":1.88295,""cooldownOverrideMinFlux"":0.0273,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":41}"
22,r028-0027-242c4927,28,100,3,1,12,0,0,143,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.601128,""spectralNoveltyMinBins"":23,""cooldownFrames"":4,""confirmedRmsFactor"":1.312291,""confirmedRmsMinDelta"":0.010229,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.005794,""confirmedMinBandRatio"":0.020822,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":1.8,""cooldownOverrideMinFlux"":0.02784,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":40}"
23,r029-0026-3892be0a,29,100,3,1,12,0,0,143,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.515052,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.007143,""confirmedFluxFactor"":2.395251,""confirmedMinFlux"":0.007751,""confirmedMinBandRatio"":0.01702,""confirmedSpectralNoveltyMinBins"":24,""cooldownOverrideFactor"":3.624116,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.059979,""analyzeIntervalMs"":40}"
24,r032-0071-6dbb7d0e,32,97,3,1,13,0,0,144,"{""relativeReattackFactor"":3.758654,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.520589,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.326909,""confirmedRmsMinDelta"":0.005279,""confirmedFluxFactor"":2.251647,""confirmedMinFlux"":0.004532,""confirmedMinBandRatio"":0.01524,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":3.448693,""cooldownOverrideMinFlux"":0.03,""cooldownOverrideMinBandRatio"":0.048867,""analyzeIntervalMs"":40}"
25,r028-0011-78a29b03,28,95,3,1,5,0,0,134,"{""relativeReattackFactor"":3.767023,""relativeReattackMinDelta"":0.007147,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.121216,""spectralNoveltyMinBins"":35,""cooldownFrames"":4,""confirmedRmsFactor"":1.177042,""confirmedRmsMinDelta"":0.007917,""confirmedFluxFactor"":2.111434,""confirmedMinFlux"":0.007573,""confirmedMinBandRatio"":0.021214,""confirmedSpectralNoveltyMinBins"":18,""cooldownOverrideFactor"":3.407574,""cooldownOverrideMinFlux"":0.028851,""cooldownOverrideMinBandRatio"":0.043379,""analyzeIntervalMs"":41}"
26,r032-0021-728e2871,32,95,3,1,5,0,0,136,"{""relativeReattackFactor"":3.853737,""relativeReattackMinDelta"":0.004434,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.204009,""spectralNoveltyMinBins"":33,""cooldownFrames"":4,""confirmedRmsFactor"":1.250565,""confirmedRmsMinDelta"":0.006832,""confirmedFluxFactor"":2.060957,""confirmedMinFlux"":0.007027,""confirmedMinBandRatio"":0.021061,""confirmedSpectralNoveltyMinBins"":22,""cooldownOverrideFactor"":3.302454,""cooldownOverrideMinFlux"":0.026692,""cooldownOverrideMinBandRatio"":0.066805,""analyzeIntervalMs"":41}"
27,r034-0002-fb2ef407,34,94,3,1,6,0,0,136,"{""relativeReattackFactor"":3.834957,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":34,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.006361,""confirmedFluxFactor"":2.312679,""confirmedMinFlux"":0.004965,""confirmedMinBandRatio"":0.017093,""confirmedSpectralNoveltyMinBins"":23,""cooldownOverrideFactor"":3.392579,""cooldownOverrideMinFlux"":0.029851,""cooldownOverrideMinBandRatio"":0.055697,""analyzeIntervalMs"":41}"
28,r029-0004-395df710,29,93,3,1,14,0,0,145,"{""relativeReattackFactor"":3.902791,""relativeReattackMinDelta"":0.005764,""relativeFluxFactor"":1.400744,""spectralNoveltyRatio"":2.640098,""spectralNoveltyMinBins"":26,""cooldownFrames"":4,""confirmedRmsFactor"":1.426695,""confirmedRmsMinDelta"":0.010528,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.007512,""confirmedMinBandRatio"":0.017138,""confirmedSpectralNoveltyMinBins"":17,""cooldownOverrideFactor"":2.022721,""cooldownOverrideMinFlux"":0.028513,""cooldownOverrideMinBandRatio"":0.09,""analyzeIntervalMs"":40}"
29,r032-0058-e9049e91,32,93,3,1,14,0,0,145,"{""relativeReattackFactor"":3.668822,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.5,""spectralNoveltyMinBins"":31,""cooldownFrames"":4,""confirmedRmsFactor"":1.15,""confirmedRmsMinDelta"":0.005817,""confirmedFluxFactor"":2.277841,""confirmedMinFlux"":0.006931,""confirmedMinBandRatio"":0.014916,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":3.666558,""cooldownOverrideMinFlux"":0.02998,""cooldownOverrideMinBandRatio"":0.060234,""analyzeIntervalMs"":40}"
30,r033-0067-be21eaf9,33,93,3,1,14,0,0,145,"{""relativeReattackFactor"":3.739231,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":1.986083,""spectralNoveltyMinBins"":27,""cooldownFrames"":4,""confirmedRmsFactor"":1.258394,""confirmedRmsMinDelta"":0.010677,""confirmedFluxFactor"":2.378635,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.013267,""confirmedSpectralNoveltyMinBins"":26,""cooldownOverrideFactor"":1.826071,""cooldownOverrideMinFlux"":0.023929,""cooldownOverrideMinBandRatio"":0.086531,""analyzeIntervalMs"":40}"
31,r018-0044-36f93e19,18,91,3,1,15,0,0,146,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.008004,""spectralNoveltyMinBins"":23,""cooldownFrames"":3,""confirmedRmsFactor"":1.31314,""confirmedRmsMinDelta"":0.009352,""confirmedFluxFactor"":2.4,""confirmedMinFlux"":0.003,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":19,""cooldownOverrideFactor"":2.409283,""cooldownOverrideMinFlux"":0.028287,""cooldownOverrideMinBandRatio"":0.07219,""analyzeIntervalMs"":40}"
32,r025-0071-54765aee,25,87,3,1,16,0,0,147,"{""relativeReattackFactor"":4,""relativeReattackMinDelta"":0.004,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":2.757427,""spectralNoveltyMinBins"":22,""cooldownFrames"":3,""confirmedRmsFactor"":1.277068,""confirmedRmsMinDelta"":0.008623,""confirmedFluxFactor"":2.276557,""confirmedMinFlux"":0.003985,""confirmedMinBandRatio"":0.006,""confirmedSpectralNoveltyMinBins"":20,""cooldownOverrideFactor"":2.751399,""cooldownOverrideMinFlux"":0.027081,""cooldownOverrideMinBandRatio"":0.07895,""analyzeIntervalMs"":40}"
33,r011-0021-71b98842,11,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.518519,""relativeReattackMinDelta"":0.004957,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.154872,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.618337,""confirmedRmsMinDelta"":0.007887,""confirmedFluxFactor"":2.161276,""confirmedMinFlux"":0.003841,""confirmedMinBandRatio"":0.012552,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.218543,""cooldownOverrideMinFlux"":0.028738,""cooldownOverrideMinBandRatio"":0.079485,""analyzeIntervalMs"":41}"
34,r011-0027-2258b7ab,11,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.574927,""relativeReattackMinDelta"":0.004658,""relativeFluxFactor"":1.421848,""spectralNoveltyRatio"":4.123413,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.561295,""confirmedRmsMinDelta"":0.007239,""confirmedFluxFactor"":2.242979,""confirmedMinFlux"":0.005058,""confirmedMinBandRatio"":0.016643,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":2.385982,""cooldownOverrideMinFlux"":0.028076,""cooldownOverrideMinBandRatio"":0.073856,""analyzeIntervalMs"":41}"
35,r011-0039-b5b96ab3,11,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.538769,""relativeReattackMinDelta"":0.006399,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.0075,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.552256,""confirmedRmsMinDelta"":0.007603,""confirmedFluxFactor"":2.125912,""confirmedMinFlux"":0.003647,""confirmedMinBandRatio"":0.01394,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.098515,""cooldownOverrideMinFlux"":0.029845,""cooldownOverrideMinBandRatio"":0.080513,""analyzeIntervalMs"":41}"
36,r011-0051-1fa6f2fa,11,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.56677,""relativeReattackMinDelta"":0.004924,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.05226,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.573973,""confirmedRmsMinDelta"":0.008006,""confirmedFluxFactor"":2.127707,""confirmedMinFlux"":0.004861,""confirmedMinBandRatio"":0.012639,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.241464,""cooldownOverrideMinFlux"":0.028668,""cooldownOverrideMinBandRatio"":0.079619,""analyzeIntervalMs"":41}"
37,r012-0005-d4f88bf6,12,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.520871,""relativeReattackMinDelta"":0.004522,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.982187,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.623907,""confirmedRmsMinDelta"":0.007477,""confirmedFluxFactor"":2.075642,""confirmedMinFlux"":0.004237,""confirmedMinBandRatio"":0.013084,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.189766,""cooldownOverrideMinFlux"":0.029974,""cooldownOverrideMinBandRatio"":0.079995,""analyzeIntervalMs"":41}"
38,r012-0014-d386560b,12,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.600253,""relativeReattackMinDelta"":0.004376,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.885841,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.576931,""confirmedRmsMinDelta"":0.008301,""confirmedFluxFactor"":2.110522,""confirmedMinFlux"":0.004452,""confirmedMinBandRatio"":0.012628,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.170713,""cooldownOverrideMinFlux"":0.027933,""cooldownOverrideMinBandRatio"":0.080673,""analyzeIntervalMs"":41}"
39,r012-0021-6b22e59d,12,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.574061,""relativeReattackMinDelta"":0.00539,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.193204,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.658192,""confirmedRmsMinDelta"":0.008059,""confirmedFluxFactor"":2.160575,""confirmedMinFlux"":0.003948,""confirmedMinBandRatio"":0.012582,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.163795,""cooldownOverrideMinFlux"":0.029221,""cooldownOverrideMinBandRatio"":0.080072,""analyzeIntervalMs"":41}"
40,r012-0037-db2a0e3d,12,84,3,0,10,0,0,142,"{""relativeReattackFactor"":3.602807,""relativeReattackMinDelta"":0.004741,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":4.032058,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.556285,""confirmedRmsMinDelta"":0.007583,""confirmedFluxFactor"":2.232562,""confirmedMinFlux"":0.004472,""confirmedMinBandRatio"":0.015424,""confirmedSpectralNoveltyMinBins"":9,""cooldownOverrideFactor"":2.350441,""cooldownOverrideMinFlux"":0.028444,""cooldownOverrideMinBandRatio"":0.075141,""analyzeIntervalMs"":41}"
41,r012-0044-a190e5a7,12,84,3,0,10,0,0,143,"{""relativeReattackFactor"":3.599041,""relativeReattackMinDelta"":0.004479,""relativeFluxFactor"":1.410349,""spectralNoveltyRatio"":4.015825,""spectralNoveltyMinBins"":28,""cooldownFrames"":3,""confirmedRmsFactor"":1.565454,""confirmedRmsMinDelta"":0.008248,""confirmedFluxFactor"":2.13046,""confirmedMinFlux"":0.004824,""confirmedMinBandRatio"":0.01396,""confirmedSpectralNoveltyMinBins"":13,""cooldownOverrideFactor"":2.295309,""cooldownOverrideMinFlux"":0.028506,""cooldownOverrideMinBandRatio"":0.077364,""analyzeIntervalMs"":41}"
42,r012-0045-5d536960,12,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.550644,""relativeReattackMinDelta"":0.004413,""relativeFluxFactor"":1.4,""spectralNoveltyRatio"":3.944889,""spectralNoveltyMinBins"":26,""cooldownFrames"":3,""confirmedRmsFactor"":1.569955,""confirmedRmsMinDelta"":0.007551,""confirmedFluxFactor"":2.100811,""confirmedMinFlux"":0.004221,""confirmedMinBandRatio"":0.012858,""confirmedSpectralNoveltyMinBins"":11,""cooldownOverrideFactor"":2.148237,""cooldownOverrideMinFlux"":0.029012,""cooldownOverrideMinBandRatio"":0.080457,""analyzeIntervalMs"":41}"
43,r012-0048-7de3e8a3,12,84,3,0,10,0,0,144,"{""relativeReattackFactor"":3.498089,""relativeReattackMinDelta"":0.006979,""relativeFluxFactor"":1.400727,""spectralNoveltyRatio"":3.847433,""spectralNoveltyMinBins"":27,""cooldownFrames"":3,""confirmedRmsFactor"":1.561159,""confirmedRmsMinDelta"":0.007268,""confirmedFluxFactor"":2.16133,""confirmedMinFlux"":0.003165,""confirmedMinBandRatio"":0.013165,""confirmedSpectralNoveltyMinBins"":12,""cooldownOverrideFactor"":2.030211,""cooldownOverrideMinFlux"":0.0293,""cooldownOverrideMinBandRatio"":0.082494,""analyzeIntervalMs"":41}"
